the_geom,offering,region,province,municipality,division,district,enrollment_sy_2014_2015,school_name,mooe_in_php_for_fy_2015,latitude,longitude,school_id,cartodb_id,created_at,updated_at
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,272,Basmangkallay ES,,,,134398,35711,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,133,Boli Pongpong ES,,,,134399,35712,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,80,Gapas PS,,,,134400,35713,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,99,Guimba Pait PS,,,,134401,35714,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,180,Lahud PS,,,,134402,35715,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,83,Hadji Sali Tammang PS,,,,134403,35716,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,77,Laud Alu PS,,,,134404,35717,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,366,Lugus CS,,,,134405,35718,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,104,Bas Lugus CS - Annex,,,,134406,35719,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,127,Parian Kawayan PS,,,,134407,35720,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,200,Rugasan PS,,,,134408,35721,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,94,Sibul PS,,,,134409,35722,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,263,Tingkangan ES,,,,134411,35724,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Lugus,Sulu II,Lugus,153,Tubba Bas PS,,,,134412,35725,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),61,Bual PS,,,,134414,35726,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),418,Bulaghaw ES,,,,134415,35727,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),846,Camp Andres CES,,,,134416,35728,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Kalingalan Caluang,Sulu II,Luuk (Kalinggalan Calauang),68,Guimbaun ES,,,,134418,35729,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Kalingalan Caluang,Sulu II,Luuk (Kalinggalan Calauang),464,Hadji Maharadja Tawasil Central School,,,,134419,35730,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Omar,Sulu II,Luuk (Kalinggalan Calauang),316,HUWIT-HUWIT ELEMENTARY SCHOOL,,,,134420,35731,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Omar,Sulu II,Luuk (Kalinggalan Calauang),352,Imam Abdusali Elementary School,,,,134421,35732,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Kalingalan Caluang,Sulu II,Luuk (Kalinggalan Calauang),388,Kambing Elementary School,,,,134422,35733,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Kalingalan Caluang,Sulu II,Luuk (Kalinggalan Calauang),273,KanLagay ES Annex I,,,,134423,35734,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Omar,Sulu II,Luuk (Kalinggalan Calauang),298,Kanmuni Elementary School,,,,134424,35735,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Kalingalan Caluang,Sulu II,Luuk (Kalinggalan Calauang),71,Kanpagayoh PS Annex,,,,134425,35736,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Omar,Sulu II,Luuk (Kalinggalan Calauang),392,Kapual ES,,,,134426,35737,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),230,Lambago Elementary School,,,,134427,35738,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),58,Lianutan PS,,,,134428,35739,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),59,Lingah PS,,,,134430,35741,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Kalingalan Caluang,Sulu II,Luuk (Kalinggalan Calauang),251,Masjid Naga ES,,,,134431,35742,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),83,Masjid Niog Primary school,,,,134433,35743,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Kalingalan Caluang,Sulu II,Luuk (Kalinggalan Calauang),237,Masjid Punjungan ES Annex I-B,,,,134434,35744,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),258,Niog Niog Elementary School,,,,134435,35745,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Kalingalan Caluang,Sulu II,Luuk (Kalinggalan Calauang),523,Pitogo ES,,,,134437,35747,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Kalingalan Caluang,Sulu II,Luuk (Kalinggalan Calauang),21,Taluk-Taluk PS,,,,134438,35748,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),515,Tandu Bato ES,,,,134439,35749,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),273,Tulayan ES,,,,134440,35750,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Luuk,Sulu II,Luuk (Kalinggalan Calauang),59,Undanan PS,,,,134441,35751,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,245,Bato-Ugis ES,,,,134442,35752,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,90,Bualo Kanjal PS,,,,134443,35753,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,531,Bualoh Lipid ES,,,,134444,35754,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,46,Datag Limbon PS,,,,134446,35755,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pata,Sulu II,Pata,114,Daungdong ES,,,,134447,35756,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,221,Ipil ES,,,,134448,35757,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pata,Sulu II,Pata,144,Kayawan PS,,,,134449,35758,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,181,Lower Tambaking PS,,,,134451,35759,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,129,Lagasan Asibih PS Annex I,,,,134452,35760,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,288,Langtad ES,,,,134453,35761,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,450,Lapa ES,,,,134454,35762,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,863,Lidung ES,,,,134455,35763,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pata,Sulu II,Pata,100,Likud ES,,,,134456,35764,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pata,Sulu II,Pata,123,Luuk Tulay PS,,,,134457,35765,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,655,Maimbung Higad ES,,,,134458,35766,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,615,Matatal ES,,,,134459,35767,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pata,Sulu II,Pata,46,Kamawi PS (Mawaji PS),,,,134460,35768,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,155,Patao PS,,,,134461,35769,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pata,Sulu II,Pata,119,Pisak Pisak PS,,,,134462,35770,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pata,Sulu II,Pata,151,Sangkap Higad ES,,,,134463,35771,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,816,Sultan Jamalul Kiram CES,,,,134464,35772,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,30,Upper Tambaking PS,,,,134465,35773,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Maimbung,Sulu I,Maimbung,224,Tandu Patung ES,,,,134466,35774,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pata,Sulu II,Pata,103,Timuddas ES,,,,134467,35775,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Old Panamao,Sulu II,Panamao,67,Asin PS Annex IV,,,,134468,35776,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Panglima Estino (New Panamao),Sulu II,Panamao,180,Badjang PS,,,,134469,35777,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Old Panamao,Sulu II,Panamao,47,Bitanag PS,,,,134470,35778,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Old Panamao,Sulu II,Panamao,284,Bulangsih ES,,,,134471,35779,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Old Panamao,Sulu II,Panamao,132,Kulay-Kulay PS Annex III,,,,134473,35780,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Panglima Estino (New Panamao),Sulu II,Panamao,101,Lihbug Kabaw PS Annex I,,,,134475,35781,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Panglima Estino (New Panamao),Sulu II,Panamao,27,Marsada PS,,,,134477,35782,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Old Panamao,Sulu II,Panamao,548,Panglima Agga Central School,,,,134478,35783,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Old Panamao,Sulu II,Panamao,98,Panglima Arao ES,,,,134480,35784,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Old Panamao,Sulu II,Panamao,235,Patibulan ES,,,,134481,35785,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Panglima Estino (New Panamao),Sulu II,Panamao,663,Punay ES,,,,134482,35786,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Old Panamao,Sulu II,Panamao,601,Suh ES,,,,134483,35787,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Old Panamao,Sulu II,Panamao,309,Tabu Manuk ES,,,,134484,35788,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Old Panamao,Sulu II,Panamao,273,Tayungan ES,,,,134485,35789,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Panglima Estino (New Panamao),Sulu II,Panamao,583,Tiptipon ES,,,,134486,35790,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,244,Bangkillay ES,,,,134487,35791,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,248,Bowal Bowal ES,,,,134488,35792,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,222,Daplinan ES,,,,134489,35793,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,207,Kabungkagan ES,,,,134490,35794,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,55,Kaumpang Gilingan ES,,,,134491,35795,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,337,Kawitan ES,,,,134492,35796,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,342,Kihi Niog ES,,,,134493,35797,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,58,Kulasian PS,,,,134494,35798,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,332,Lantong Babag ES,,,,134495,35799,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,62,Luma Dapdap PS,,,,134496,35800,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,221,Lumah Kutah ES,,,,134497,35801,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,193,Manubal PS,,,,134498,35802,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,92,Pagsakulan PS,,,,134499,35803,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,474,Pandan Niog ES,,,,134500,35804,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,101,Panducan PS,,,,134501,35805,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,120,Pangpang PS,,,,134502,35806,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,257,Panitikan ES,,,,134503,35807,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,121,Patutul PS,,,,134504,35808,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,838,Simbahan CES,,,,134505,35809,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,62,Simigang PS,,,,134506,35810,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,115,Suang Buna ES,,,,134507,35811,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,206,Tong Bas ES,,,,134508,35812,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,79,Tong Gasang PS,,,,134509,35813,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,283,Tubig Maasin ES,,,,134510,35814,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,163,Tubig Nonok PS,,,,134511,35815,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,158,Tubig Sallang PS,,,,134512,35816,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Pangutaran,Sulu I,Pangutaran,151,Usadda PS,,,,134513,35817,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,959,Akuk Sangkula CES,,,,134514,35818,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,442,Alu Layag Layag ES,,,,134515,35819,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,65,Alu Pangkoh Guimba PS,,,,134516,35820,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,129,Bagsak PS,,,,134518,35821,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,98,Buka-Buka PS,,,,134519,35822,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,53,Danapa PS Annex IV,,,,134520,35823,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,108,Guimba Lagasan PS,,,,134522,35824,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,303,H. Panglima Tingkahan ES,,,,134523,35825,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,598,H. Tomoay Sabdani ES,,,,134524,35826,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,158,Jaika PS,,,,134525,35827,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,449,Kahoy Sinah ES,,,,134526,35828,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,145,Kutah Sairap Elementary School,,,,134527,35829,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,106,Lagasan Higad PS,,,,134528,35830,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,97,Lahi PS,,,,134529,35831,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,481,Lipunos ES,,,,134533,35832,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,71,Lower Sampunay PS,,,,134534,35833,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,300,Lumbaan Mahabah ES,,,,134535,35834,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,113,Pang. Dammang PS Annex III,,,,134537,35835,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,109,Paugan PS Annex II,,,,134538,35836,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,448,Saldang ES,,,,134539,35837,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,93,Sampunay PS Annex I,,,,134540,35838,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,481,Silangkan ES,,,,134541,35839,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,64,Tandu Bunga PS,,,,134542,35840,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,119,Tukay PS,,,,134544,35841,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Parang,Sulu I,Parang,270,Utoh Laja Sangkula ES,,,,134545,35842,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,347,Anuling ES,,,,134546,35843,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,91,Bunbun PS,,,,134548,35844,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,717,Danag ES,,,,134550,35845,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,1080,Datu Uddin Bahjin CES,,,,134551,35846,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,1453,Don Jose Godinez ES,,,,134552,35847,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,683,Gandasuli ES,,,,134553,35848,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,254,Igasan ES,,,,134554,35849,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,311,Kadday Mampalam ES,,,,134555,35850,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,866,Kasulutan ES,,,,134556,35851,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,448,Kaunayan ES,,,,134557,35852,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,246,Latih ES,,,,134559,35854,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,156,Liang Elementary school,,,,134560,35855,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,295,Mudjunun PS,,,,134562,35856,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,180,Patikul Higad ES,,,,134563,35857,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,46,Tandu Bagua PS,,,,134565,35858,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,253,Tanum ES,,,,134566,35859,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,97,Tugas ES,,,,134567,35860,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Patikul,Sulu I,Patikul,351,Tuup ES,,,,134568,35861,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Siasi I,155,Kabankalan ES,,,,134570,35862,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Siasi I,220,Kuntad ES,,,,134571,35863,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Siasi I,416,Pang. Julkanain Taup CES,,,,134573,35864,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Siasi I,491,Pang. Utoh Anni Jalmaani ES,,,,134574,35865,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Siasi I,880,Siasi Pilot ES,,,,134575,35866,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Siasi I,179,Siok ES,,,,134576,35867,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
,ES,ARMM,Sulu,Siasi,Sulu II,Siasi I,228,Siundo E/S,,,,134577,35868,2015-04-16 08:49:16.084155+00,2015-04-16 08:49:16.084155+00
